RowNumber,Exited,P_hat_prediciton
106,1,0.187421595506881
107,0,0.106772902546149
108,0,0.210691853300482
109,0,0.14590932735281
110,1,0.278355642944597
111,0,0.0910735385674153
112,0,0.327008068562809
113,0,0.253921530943318
114,0,0.0628510858936783
115,1,0.0678015187748029
116,0,0.124000205065014
117,0,0.446003491296944
118,0,0.25924515602535
119,1,0.332337616293759
120,0,0.264782778950732
121,0,0.136774018806502
122,0,0.205262978429242
123,0,0.218494780421766
124,0,0.361496280407347
125,0,0.126751376001018
126,1,0.235731253907565
127,1,0.225466978625074
128,1,0.674711162568185
129,0,0.241396673196681
130,0,0.0761498584443858
131,0,0.0648127200622217
132,0,0.162251432344758
133,0,0.0722585861438815
134,0,0.0215306405628876
135,0,0.142266852752012
136,0,0.392658029438403
137,0,0.178423491458312
138,0,0.0916480621916593
139,1,0.476475774726521
140,1,0.0986222182346608
141,0,0.424826989533035
142,0,0.0370441214033781
143,0,0.168001132273313
144,1,0.332697358484411
145,1,0.193722538135994
146,0,0.0391238423509502
147,0,0.157315770269439
148,0,0.184428056235996
149,0,0.2615416920835
150,0,0.0358404995039011
151,0,0.141997946157218
152,1,0.360696433376909
153,0,0.166106033084547
154,0,0.192510582256568
155,0,0.112739430060691
156,1,0.39840931913203
157,0,0.15108014844622
158,0,0.0435538848595162
159,0,0.635470502154088
160,0,0.381090544569956
161,0,0.0411814381756268
162,0,0.0839374161290352
163,0,0.469748417400232
164,0,0.0752916788481815
165,1,0.121128597990114
166,0,0.0824637872646996
167,1,0.233466855890853
168,0,0.3243816279588
169,1,0.229518544997173
170,0,0.134503623671199
171,0,0.17934332381424
172,0,0.172886901525814
173,1,0.424397407164723
174,0,0.122875035752384
175,0,0.0578480763371772
176,0,0.0987809769529844
177,0,0.0515521753790545
178,0,0.290905854200756
179,0,0.133352026289644
180,1,0.757149681640186
181,0,0.196571149447559
182,0,0.283577353489241
183,0,0.585793384942138
184,0,0.0692997362598202
185,1,0.193576423222299
186,0,0.0878738586513543
187,0,0.319730401801032
188,0,0.0904770819713315
189,0,0.0288395958066145
190,0,0.36382230756725
191,1,0.302884140777374
192,0,0.248733419513521
193,0,0.16141189346987
194,0,0.129929503692318
195,0,0.0959057783517953
196,0,0.0650912745085721
197,0,0.0540594635323164
198,0,0.143450859823078
199,0,0.163179597813025
200,0,0.160991175588527
201,0,0.0466006374145178
202,0,0.100908619586029
203,1,0.122601848651217
204,1,0.118086716635213
205,0,0.150528767157978
206,0,0.0531199618604372
207,1,0.344257144055517
208,0,0.0585934547693741
209,1,0.222343987633388
210,0,0.125948499938362
211,0,0.256123160359565
212,0,0.0295500695325605
213,0,0.235636794640387
214,0,0.0987802853749091
215,0,0.165786999144485
216,1,0.24523439815804
217,0,0.291597320938402
218,0,0.147057524651699
219,1,0.252820689628265
220,1,0.151224230273236
221,0,0.0670029144161749
222,0,0.0306936541282919
223,0,0.0692997362598202
224,1,0.0994797309048414
225,1,0.221709900279486
226,0,0.174690439227259
227,0,0.0450044521631718
228,1,0.203130060859995
229,1,0.561989262454521
230,0,0.319116169388896
231,0,0.400723568250989
232,0,0.163569805642345
233,0,0.0816893458793705
234,0,0.0425104521338337
235,0,0.511146446702882
236,1,0.402679844708012
237,0,0.0511419358503749
238,1,0.515922451052765
239,1,0.31034945202861
240,0,0.0363980679899175
241,0,0.136979120676714
242,0,0.483369105843365
243,0,0.0624108032314329
244,1,0.585956815519942
245,0,0.101675979572557
246,1,0.306088311152814
247,0,0.160330249947563
248,0,0.0384699735802817
249,0,0.056688162248278
250,1,0.611261257298237
251,0,0.426386626302028
252,0,0.0667617040792606
253,0,0.656358482861963
254,0,0.144295012227005
255,0,0.0734745251808419
256,0,0.0667062215736855
257,0,0.0353840501921832
258,0,0.359917822913477
259,0,0.0717890199666591
260,0,0.150019347637004
261,0,0.16596332548204
262,0,0.455054122683179
263,0,0.194653995627756
264,0,0.0595635677793854
265,0,0.0441876630638317
266,0,0.249793044281737
267,0,0.0399785339897371
268,0,0.115734299742662
269,1,0.232475573766601
270,0,0.398243935922145
271,0,0.0583521764208836
272,1,0.246072969873245
273,0,0.177400003021652
274,0,0.0769054349047041
275,0,0.0796205127203652
276,0,0.0748303155298064
277,1,0.256425728728522
278,0,0.420448328562538
279,0,0.0609881764738571
280,1,0.2467556584972
281,0,0.051634158227533
282,0,0.0248758609800132
283,1,0.125594363634612
284,0,0.0969749829831245
285,0,0.037002395556189
286,0,0.198664891503635
287,0,0.112184857762527
288,0,0.202784984833659
289,0,0.0559144375499793
290,0,0.097412534778935
291,0,0.177291387800387
292,0,0.31637528750047
293,0,0.0637318817372527
294,1,0.224234633269639
295,0,0.051960538752017
296,0,0.0908277511127006
297,0,0.0790124300556104
298,1,0.264433678839898
299,0,0.278657563307309
300,0,0.0356115705454972
301,0,0.127972622780555
302,0,0.260467818032355
303,0,0.106980950415039
304,0,0.0578966481868619
305,0,0.146994219382965
306,0,0.0504530884965785
307,1,0.0809934451972267
308,0,0.268714232592775
309,1,0.373079005390596
310,0,0.225763088601634
311,0,0.658433186704893
312,0,0.217627709616139
313,0,0.138864481191329
314,0,0.813046290043319
315,0,0.0704374266235981
316,0,0.130403821265387
317,1,0.364043621825827
318,0,0.0624739376240106
319,0,0.0858156844114442
320,0,0.0817798910284129
321,0,0.370307427447811
322,0,0.0698983774183549
323,1,0.231941268293956
324,0,0.138971044109392
325,0,0.0827261584782437
326,0,0.166996232567429
327,0,0.116416121085492
328,1,0.407456893898622
329,0,0.131059632968143
330,0,0.0604811908096753
331,0,0.109518943024594
332,0,0.338352118039172
333,0,0.204885248122005
334,1,0.316667644227143
335,0,0.273507318065174
336,1,0.110707380350132
337,0,0.153068811817268
338,0,0.102284559718487
339,1,0.309361435381451
340,1,0.463509866863489
341,1,0.234734665689575
342,0,0.129703079616315
343,0,0.147211142896581
344,0,0.0445201429531279
345,0,0.0905225585706398
346,0,0.268988948126937
347,0,0.356234184826446
348,0,0.45632755942309
349,0,0.169194205984669
350,0,0.0540139262869363
351,0,0.0477417919159642
352,0,0.0846207591173676
353,0,0.207089488632197
354,0,0.0199221984814545
355,0,0.186168700679066
356,0,0.0864083617587986
357,0,0.326031481510161
358,1,0.146418388534741
359,0,0.09856813239378
360,0,0.189829327493302
361,0,0.0258234997101503
362,1,0.341943661913473
363,0,0.238496041216075
364,0,0.27743029378337
365,0,0.305792221682908
366,0,0.0662388837649055
367,0,0.495822302253387
368,0,0.170285448017092
369,0,0.107697463547946
370,0,0.184766108702673
371,0,0.101719217475415
372,0,0.80752350394477
373,0,0.0935472903992057
374,0,0.100961422532259
375,0,0.108143788394886
376,0,0.0920046355244408
377,1,0.181512684537926
378,0,0.167219720820499
379,0,0.188988174377729
380,1,0.212995437703885
381,0,0.167680886387298
382,0,0.155978368446164
383,0,0.120565793089038
384,0,0.177649418073809
385,0,0.450219469434989
386,0,0.41484105537045
387,0,0.215648492567873
388,0,0.241457721109597
389,0,0.135362693552862
390,0,0.0922453919303916
391,0,0.130460316262494
392,0,0.154673813023601
393,1,0.27149575300882
394,1,0.129652098172495
395,0,0.0517397000836037
396,0,0.208401167319629
397,0,0.0549502184523528
398,0,0.242464588455667
399,0,0.0830820860564213
400,1,0.771309925088007
401,0,0.413555937446174
402,0,0.23158175443764
403,0,0.12279309702283
404,0,0.0593723418170901
405,0,0.0167446421728249
406,0,0.122470222781648
407,1,0.463863260222106
408,0,0.199723252612024
409,0,0.120961422563747
410,0,0.528843360922125
411,0,0.046293857235126
412,0,0.0535451729101336
413,0,0.0801591985936651
414,1,0.223995101972787
415,0,0.106980950415039
416,0,0.0586507674482292
417,1,0.821981014188929
418,0,0.123032897387653
419,0,0.317348813681068
420,0,0.111699751970415
421,1,0.816134018415565
422,0,0.216925925864261
423,1,0.365361230071712
424,0,0.191952548207937
425,0,0.147880260100905
426,0,0.0881446307311666
427,0,0.317548325517656
428,0,0.128556297125344
429,0,0.481985134691988
430,1,0.386850800908005
431,1,0.419037472545478
432,0,0.172031335529648
433,0,0.394741101659407
434,1,0.435381384901856
435,0,0.102357087482371
436,0,0.270098165349688
437,0,0.307517043160515
438,0,0.140887010437234
439,0,0.284228447944424
440,0,0.287952952840646
441,0,0.194424095245626
442,0,0.12975265682086
443,0,0.0845321962081636
444,0,0.134648057229726
445,1,0.326082280151961
446,0,0.0581014938980038
447,0,0.143612476063891
448,0,0.0888990769685983
449,1,0.285334977309184
450,0,0.415423273057262
451,0,0.46037976879612
452,0,0.0544865470541234
453,0,0.124191168363709
454,0,0.398125406617917
455,0,0.129439933364505
456,0,0.119019665902362
457,0,0.0402648675214724
458,0,0.138864481191329
459,1,0.210327349921388
460,0,0.0492704766230152
461,0,0.0808262921378023
462,0,0.147780786188302
463,0,0.130470355370837
464,1,0.0846196809683961
465,0,0.022065146575218
466,0,0.136367321483879
467,0,0.0516777987750889
468,1,0.418813483663251
469,0,0.106980950415039
470,0,0.042215701432764
471,0,0.0334174403277641
472,1,0.195740585090186
473,0,0.096040769895472
474,0,0.0672052174572691
475,0,0.16369172332642
476,1,0.476641397710391
477,0,0.159347350810889
478,0,0.291365320455985
479,0,0.0535852035422889
480,0,0.0415013086895881
481,0,0.0579662208653352
482,0,0.0815975589544629
483,0,0.111787678489595
484,0,0.289704233677459
485,1,0.438024236470988
486,0,0.109547888820013
487,0,0.123378230741831
488,1,0.0845704433976335
489,0,0.0302022420775754
490,0,0.49151415848088
491,0,0.0436785180703037
492,0,0.155627383868793
493,0,0.113435770786847
494,1,0.354936160026695
495,1,0.28429582553852
496,0,0.115128334345159
497,0,0.194240415995493
498,0,0.0865636350026412
499,0,0.0596617250935215
500,1,0.287153767663646
501,0,0.0337120621272388
502,0,0.145121017503008
503,1,0.54426232383096
504,0,0.0974169172627033
505,0,0.268639733137299
506,0,0.0858852057758141
507,0,0.218025213696633
508,0,0.498769598914164
509,0,0.0163368669689873
510,0,0.0805076779355308
511,0,0.128021615861116
512,0,0.435378411070595
513,0,0.104609481202726
514,0,0.0577084398009276
515,1,0.271966651807105
516,0,0.127873240956369
517,1,0.217873111109197
518,0,0.296532059361078
519,1,0.136052100704707
520,0,0.257025430425356
521,1,0.264478951824962
522,0,0.22948660333198
523,0,0.0650294090279803
524,0,0.0969762952596362
525,0,0.34245785005929
526,0,0.0535903373535756
527,0,0.0741339091544615
528,0,0.0586507674482292
529,1,0.651801348776889
530,0,0.0462578291101871
531,0,0.34684580325093
532,0,0.056426883719265
533,0,0.0497928814236934
534,0,0.150742066984988
535,0,0.315786908846386
536,1,0.457186042478259
537,0,0.258310520198934
538,0,0.0988156618715191
539,1,0.582405925523721
540,1,0.309242789461215
541,0,0.0630365746975316
542,0,0.0204176075500009
543,0,0.157554845291197
544,1,0.406935487142731
545,1,0.149438675428548
546,0,0.377602022605166
547,0,0.144651396328484
548,0,0.301178214533849
549,0,0.139708519979661
550,0,0.0182515777740583
551,0,0.409481904661108
552,1,0.2481837758103
553,0,0.129332385162447
554,0,0.101675979572557
555,0,0.270372848211392
556,1,0.236373463272421
557,0,0.352054080269793
558,1,0.396020484893713
559,0,0.140117120336945
560,0,0.502499552159046
561,0,0.12932430910511
562,0,0.321190658100912
563,0,0.0645084195035275
564,1,0.35645911516204
565,0,0.121309598705908
566,0,0.0445722466373578
567,1,0.493623798801936
568,0,0.479774899353541
569,0,0.0873144053076222
570,0,0.0273382844002486
571,0,0.109907612695103
572,1,0.233503931117825
573,0,0.142388019509867
574,1,0.155690401760685
575,0,0.0898827818359734
576,0,0.0370759127204996
577,0,0.21668819481842
578,0,0.0410870304149213
579,0,0.262454711639937
580,0,0.0564968415187149
581,0,0.114121359612849
582,1,0.0847822870757755
583,0,0.269229733075551
584,0,0.310443121054466
585,1,0.684248769781224
586,1,0.525324983163908
587,1,0.407605158770059
588,0,0.0828790999614211
589,0,0.136769222644028
590,1,0.416961755282742
591,1,0.223797765156901
592,0,0.189288762782944
593,0,0.0895199361087104
594,0,0.136825204105422
595,0,0.0519040337157115
596,0,0.531366054650389
597,0,0.174121073270398
598,0,0.149856117791277
599,1,0.777444548566081
600,0,0.184535939293947
601,1,0.100588294242145
602,0,0.0491306811208486
603,0,0.522946256705331
604,1,0.0877315571679965
605,0,0.066928903628298
606,0,0.0277364802026141
607,0,0.138217482499867
608,0,0.0652441910745174
609,0,0.0409518480488478
610,0,0.700814200645119
611,0,0.112185131257819
612,0,0.104692953088075
613,0,0.493502917059148
614,0,0.0804806549509265
615,0,0.0656132265769972
616,1,0.159158442665035
617,0,0.191662551105865
618,1,0.826664727242053
619,0,0.0974002704732693
620,0,0.0737398989103524
621,0,0.155331705654542
622,0,0.131422258237032
623,0,0.445487783006549
624,0,0.124941748060104
625,0,0.233558807305676
626,0,0.159400999866391
627,0,0.0441443592246924
628,0,0.359718773117442
629,0,0.0981066449951372
630,0,0.171516675119762
631,1,0.622183869508902
632,1,0.732428594539996
633,0,0.207240906912852
634,0,0.203952043352599
635,1,0.11427340163091
636,0,0.404457160965366
637,0,0.16369172332642
638,0,0.155049497455923
639,0,0.157847971445889
640,0,0.266759633287689
641,1,0.335112155703473
642,0,0.176390588883756
643,0,0.0630458495521865
644,1,0.484458590230961
645,1,0.29462790707203
646,1,0.221877481915359
647,0,0.0492752185780098
648,0,0.189453627451586
649,0,0.18836570780958
650,0,0.049666489860726
651,0,0.16861038527881
652,0,0.135350846487179
653,0,0.253220699126825
654,1,0.269490495070497
655,0,0.0417991408398464
656,0,0.0609836423233421
657,0,0.0312034222701435
658,0,0.478719293646447
659,0,0.339373723467341
660,0,0.126948160733624
661,0,0.273021825554716
662,0,0.239020458111017
663,0,0.0324040308519054
664,0,0.0879720293508351
665,0,0.10630485649356
666,0,0.0334962561115366
667,0,0.080207344008285
668,0,0.0277151942779981
669,0,0.132820392166677
670,0,0.159433810405443
671,0,0.628173332230385
672,0,0.0624739376240106
673,0,0.0722301534676433
674,0,0.0749941359658698
675,0,0.0409518480488478
676,0,0.0880435309723106
677,0,0.273998060741853
678,1,0.219144713256443
679,0,0.494373911321529
680,0,0.214244406920915
681,0,0.220783811108303
682,0,0.262139969533415
683,0,0.272775316278877
684,0,0.467144523694969
685,0,0.0767476360576641
686,1,0.257217017824354
687,0,0.0742388253075201
688,1,0.59187385969802
689,1,0.507770912961696
690,0,0.2595483960574
691,0,0.183245122447986
692,0,0.250985402874517
693,0,0.29926983387557
694,0,0.0376139407007377
695,0,0.196058664358959
696,0,0.172026857623353
697,1,0.331438679581785
698,1,0.531567336022477
699,0,0.0459424800749335
700,0,0.117712954581916
701,0,0.145905844790411
702,0,0.11605493249763
703,0,0.22931162569116
704,0,0.0466425456673263
705,0,0.124553737679552
706,1,0.331796987163355
707,0,0.124110350515381
708,0,0.175078762360557
709,0,0.0644110957467763
710,0,0.224588038670044
711,0,0.354670997796117
712,0,0.289394648689253
713,0,0.206365674495286
714,0,0.347469230630082
715,1,0.119250341956813
716,0,0.0988156618715191
717,0,0.446061659941158
718,0,0.261018054308616
719,0,0.193523612021675
720,0,0.124414840787866
721,1,0.334340681575445
722,1,0.143883517208475
723,0,0.0530187618885167
724,0,0.304203181777249
725,0,0.0685309262191793
726,0,0.136664440985325
727,0,0.0442901062265431
728,0,0.0298183069437202
729,0,0.323885296007784
730,1,0.551880006481549
731,0,0.0288499300363057
732,0,0.0866816676267771
733,0,0.131695299823239
734,1,0.387109077633949
735,1,0.586854971306601
736,0,0.0995894517656902
737,0,0.403243004532796
738,0,0.0698635670505105
739,0,0.215648492567873
740,0,0.146515525367428
741,0,0.0469292213340825
742,0,0.0280226334075476
743,0,0.0399614140065801
744,1,0.440396427767462
745,0,0.200187119512661
746,0,0.0578480763371772
747,0,0.0569481814557568
748,0,0.427398550891812
749,0,0.0785824304014231
750,0,0.224454687982447
751,0,0.0667062215736855
752,0,0.609478817406025
753,0,0.0982042493051975
754,0,0.31281357375078
755,0,0.289302430515505
756,0,0.112015080465183
757,0,0.418171238926942
758,0,0.0435538848595162
759,0,0.26629083142637
760,0,0.260615202881064
761,0,0.373128213929076
762,1,0.249323008348071
763,1,0.422457040559601
764,0,0.212272160928676
765,1,0.17957536775452
766,0,0.163391989785409
767,0,0.697054974180764
768,1,0.684401053696057
769,0,0.224253946958445
770,1,0.478410201313644
771,1,0.418317927676436
772,0,0.130013550236786
773,0,0.0347605800198225
774,0,0.179508927909349
775,1,0.505500267856271
776,0,0.0530954029041492
777,1,0.782776537303442
778,1,0.0996931845573358
779,0,0.0239021945055292
780,0,0.240302948106862
781,0,0.0627922134756876
782,0,0.060712224705273
783,0,0.0647587448714863
784,0,0.168438847064133
785,1,0.420037668585936
786,0,0.066428390365786
787,0,0.0231153245375858
788,0,0.198945986747631
789,0,0.18696143411766
790,0,0.141751927449321
791,0,0.0632902358105936
792,0,0.108623806978934
793,0,0.638782707192369
794,0,0.191255002385401
795,0,0.0869970995050209
796,0,0.277785416386105
797,0,0.189583367302659
798,0,0.255570093901246
799,0,0.0927230691888467
800,0,0.271468102837927
801,0,0.124511373292643
802,0,0.308155574306483
803,0,0.135461113370334
804,0,0.0419836391337255
805,0,0.0761907593965047
806,1,0.32791686945226
807,0,0.179575841227542
808,0,0.335414178442869
809,0,0.326859103202892
810,0,0.272783177041078
811,0,0.16404334699032
812,0,0.342398650771554
813,0,0.0605466211412206
814,1,0.0625026828360366
815,0,0.103832662180475
816,0,0.0799839421437217
817,0,0.0719045701784553
818,1,0.54997481687093
819,0,0.0333708566687125
820,0,0.347562383114948
821,0,0.291941033630088
822,0,0.264492301714141
823,0,0.109226626037353
824,1,0.556749442861468
825,0,0.120692404515217
826,0,0.096209993128729
827,0,0.147211142896581
828,0,0.172975440722709
829,0,0.144755555361277
830,0,0.207857648021384
831,0,0.0619883509010204
832,0,0.10943258112101
833,0,0.141810103632563
834,0,0.132178034244069
835,0,0.126948160733624
836,0,0.148625898818546
837,0,0.0793416264229971
838,0,0.521939496139507
839,1,0.174169733146018
840,0,0.174969456483482
841,1,0.549325611136628
842,0,0.211295920181136
843,0,0.116121688570604
844,1,0.265535724992966
845,0,0.281102121070398
846,0,0.341782332341469
847,0,0.117109031179907
848,0,0.261018054308616
849,0,0.185237620948067
850,0,0.0335387987791096
851,0,0.473917849233828
852,1,0.633946795400688
853,0,0.261199139057438
854,0,0.112739430060691
855,0,0.253918966196129
856,0,0.0930924033794668
857,1,0.660196651460062
858,0,0.0731463399049946
859,0,0.0482090844531704
860,1,0.523879375248478
861,1,0.253291168532034
862,1,0.220502481224283
863,0,0.0907061121115471
864,0,0.134483082687606
865,0,0.136979120676714
866,0,0.0870372330470784
867,0,0.0736864541468979
868,1,0.478779859906773
869,1,0.415159865408811
870,0,0.0488407633538622
871,0,0.098255436344492
872,1,0.53714984651757
873,0,0.097842949713344
874,0,0.0682061190387825
875,0,0.112500948714285
876,0,0.29384258375567
877,0,0.170945350726956
878,0,0.108710093146467
879,0,0.229094863703216
880,0,0.165313568910656
881,1,0.585866477879195
882,1,0.259586493263125
883,0,0.171455838711671
884,1,0.403658009637729
885,0,0.361682905488371
886,0,0.0196149315103586
887,0,0.209283734465143
888,0,0.0692997362598202
889,0,0.711035363984929
890,0,0.16204833914465
891,0,0.17860608906988
892,0,0.0954159248993032
893,0,0.177495987239131
894,1,0.177949320958122
895,1,0.37792416427616
896,0,0.0998900993677695
897,0,0.106980950415039
898,0,0.248638183204063
899,1,0.332465314904109
900,0,0.175141802576472
901,1,0.363908402281891
902,0,0.0598709585382086
903,0,0.217855550076244
904,0,0.0973350092026601
905,1,0.427542009640657
906,1,0.133608883421588
907,0,0.05429556253915
908,1,0.439105987160176
909,0,0.0441968522444906
910,0,0.0555931979127033
911,0,0.0602149063709192
912,0,0.29048597528935
913,0,0.160395084670912
914,0,0.198390654120643
915,0,0.0580961270501608
916,0,0.245522587592649
917,1,0.0582546285867072
918,0,0.189654541851155
919,0,0.11479491227714
920,0,0.196010480853262
921,0,0.0758730480068575
922,1,0.493401124247026
923,1,0.267354964758466
924,0,0.0737858861812611
925,0,0.088308114308919
926,0,0.197768640519689
927,0,0.0462694697752996
928,0,0.149271214140657
929,0,0.447124252743997
930,0,0.125907383601939
931,0,0.205744015575024
932,0,0.155956917820985
933,0,0.505700206553305
934,1,0.0510987234416372
935,0,0.0404024078578571
936,0,0.0848124614059909
937,1,0.179027569310447
938,0,0.314400083087346
939,0,0.0853913419164058
940,0,0.258460736345318
941,0,0.0661268712147963
942,0,0.131553715039914
943,1,0.338485432883977
944,0,0.301665743046229
945,0,0.165102888013031
946,0,0.046717782690173
947,1,0.24107146667991
948,1,0.12294454369075
949,0,0.410611562129155
950,1,0.464568918728656
951,0,0.201167774480433
952,0,0.255902178333749
953,0,0.679345363582712
954,0,0.0877675415995656
955,1,0.152598683048776
956,0,0.393809738983433
957,0,0.122612738057303
958,0,0.413037385033699
959,0,0.0949900193674115
960,0,0.113972366088856
961,0,0.159023299830642
962,0,0.16680521735412
963,0,0.0491450063357708
964,1,0.555470231758232
965,1,0.301634527305606
966,0,0.158052170927141
967,0,0.093950473506369
968,0,0.156404347314831
969,0,0.188165769290081
970,0,0.603854052467728
971,0,0.211965620660508
972,0,0.0208725609369172
973,0,0.399187610765673
974,0,0.109250780679551
975,0,0.142285656502227
976,0,0.10347947565426
977,1,0.361994117940577
978,0,0.211587078975552
979,0,0.449335681937912
980,0,0.313923571320531
981,0,0.107603234983035
982,0,0.565942423156818
983,0,0.0321963191357681
984,1,0.408492480355666
985,0,0.0303123981620767
986,0,0.0815188254929187
987,0,0.18432155313081
988,1,0.165925858374489
989,0,0.042321004502226
990,1,0.488884014855712
991,0,0.169848454257688
992,0,0.096477195896972
993,0,0.267073168922283
994,0,0.161066569105103
995,0,0.230418984301436
996,0,0.0230056406118057
997,0,0.0781268417993486
998,0,0.314804418796895
999,0,0.117742267675333
1000,0,0.30445907649061
1001,0,0.502291461190407
1002,0,0.106548913624941
1003,0,0.15080479238087
1004,1,0.343515630248884
1005,0,0.24203585235875
1006,1,0.54006390743025
1007,0,0.153125157172291
1008,0,0.0965314504526692
1009,1,0.21961427685645
1010,0,0.410160428526842
1011,1,0.155179515409265
1012,0,0.0644537468011669
1013,0,0.0452909275067498
1014,0,0.0191386179128161
1015,0,0.11758629442884
1016,1,0.11447203496582
1017,0,0.342372500445928
1018,0,0.383941925928443
1019,1,0.590441081358927
1020,0,0.0992500674368544
1021,1,0.350612111470654
1022,0,0.0455585459379741
1023,0,0.221221826647837
1024,0,0.0342324491510059
1025,0,0.139824941720366
1026,0,0.147893016267443
1027,0,0.0966056138066879
1028,0,0.132591846980383
1029,0,0.0359292867445807
1030,0,0.138311563915755
1031,0,0.218341312406066
1032,0,0.0785826631650595
1033,0,0.0587183924520157
1034,0,0.0401735820909961
1035,0,0.0892526221947532
1036,0,0.0942879792397133
1037,0,0.124832879383269
1038,0,0.0334420564442488
1039,0,0.046603119584795
1040,0,0.546612127175264
1041,0,0.414840302858906
1042,0,0.0803512486965668
1043,1,0.301373093803419
1044,0,0.118057172123726
1045,0,0.114593926777333
1046,0,0.140322255176528
1047,1,0.292903402536314
1048,1,0.379173500154589
1049,0,0.163643393351892
1050,1,0.379945708179055
1051,0,0.0321410038204143
1052,0,0.244215287548383
1053,0,0.345723948984905
1054,0,0.246799426409262
1055,0,0.111618090523478
1056,0,0.558811288189126
1057,0,0.1008376877455
1058,1,0.458243946108874
1059,0,0.234725450869387
1060,0,0.189342529777845
1061,0,0.450472571167692
1062,0,0.0835897286573245
1063,1,0.322037635833307
1064,0,0.0581619874086352
1065,0,0.0240786525872235
1066,1,0.163995281990455
1067,1,0.201523510995138
1068,0,0.168262039958215
1069,1,0.402215963736267
1070,1,0.214385327949001
1071,1,0.628541290828749
1072,0,0.31476309998298
1073,0,0.0288645570460244
1074,0,0.125103527214507
1075,0,0.0689642548201456
1076,0,0.146730636682633
1077,0,0.138071729844381
1078,0,0.116415239293329
1079,0,0.242852181433342
1080,0,0.0470566378230947
1081,0,0.223281870647414
1082,0,0.182306156919827
1083,1,0.184638892960329
1084,0,0.145905844790411
1085,0,0.0511255198311141
1086,1,0.186946047495682
1087,1,0.15376729691712
1088,0,0.127972622780555
1089,0,0.017119183339755
1090,0,0.252861388563261
1091,0,0.182378735410753
1092,0,0.0650586315213778
1093,1,0.0942207698276067
1094,0,0.0587183924520157
1095,0,0.112272006080965
1096,1,0.0832920950848822
1097,1,0.212438402422117
1098,0,0.117367016205547
1099,0,0.137985243573884
1100,0,0.0489233665100571
1101,0,0.137302408900369
1102,0,0.0708535220382051
1103,0,0.131451971407841
1104,0,0.349385585106833
1105,0,0.0682061190387825
1106,0,0.43141939095823
1107,0,0.216925925864261
1108,1,0.410508421897707
1109,0,0.311373998569046
1110,0,0.08713832348127
1111,1,0.29835438778761
1112,1,0.462243974609619
1113,0,0.33922540765978
1114,1,0.194990818863497
1115,1,0.69341054580569
1116,0,0.145180621800227
1117,0,0.0634091652214954
1118,1,0.410676418927782
1119,0,0.297555311176599
1120,0,0.107808961207528
1121,0,0.220843181076301
1122,0,0.088479778200418
1123,1,0.647815403297855
1124,1,0.115657189390255
1125,1,0.118139412087678
1126,0,0.575734689194862
